Element Type: DimNode 0, GUID: 8C17BCB1-3B85-40B6-A9CF-59D1E73910C0, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-90.31, -24.85, 0.00), (-90.29, -24.84, 0.00)], Position: (-90.30, -24.85), Info String: Dim Node 0
Element Type: Wall, GUID: AFC6C055-5D38-49AC-9323-55CF15349664, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 015, Wall Bounding Box: [(-56.89, -13.40, -0.10), (-55.01, -11.83, 0.72)], Label Type: 0
Element Type: Wall, GUID: AB2E6567-EA31-4791-ABEF-6AD170814595, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 016, Wall Bounding Box: [(-57.05, -13.87, -0.10), (-55.17, -12.30, 0.72)], Label Type: 0
Element Type: Wall, GUID: 88F2F6B7-6E62-4AF5-965A-19538FBD93CE, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 015, Wall Bounding Box: [(-51.04, -14.36, -0.10), (-49.16, -12.80, 0.72)], Label Type: 0
Element Type: Wall, GUID: D4E2FF35-EE08-427F-94F9-F334F042AA84, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 016, Wall Bounding Box: [(-51.20, -14.84, -0.10), (-49.32, -13.27, 0.72)], Label Type: 0
Element Type: Wall, GUID: 757F4E22-E7C5-4117-80F2-668A546D8C36, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 015, Wall Bounding Box: [(-45.18, -12.43, -0.10), (-43.30, -10.86, 0.72)], Label Type: 0
Element Type: Wall, GUID: 490E613B-7443-4349-AE39-37F8A57ACA71, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 016, Wall Bounding Box: [(-45.34, -12.90, -0.10), (-43.46, -11.34, 0.72)], Label Type: 0
Element Type: Wall, GUID: B22CC081-02CE-47D5-B5B4-D76C5F1ED874, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 015, Wall Bounding Box: [(-39.33, -14.36, -0.10), (-37.45, -12.80, 0.72)], Label Type: 0
Element Type: Wall, GUID: CA2A5B16-1F4A-444C-8AA4-E037FFE84472, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 016, Wall Bounding Box: [(-39.49, -14.84, -0.10), (-37.61, -13.27, 0.72)], Label Type: 0
Element Type: Wall, GUID: 129CA6D6-A662-4F5D-9FDE-FAFEDBDEBF04, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 015, Wall Bounding Box: [(-33.48, -13.40, -0.10), (-31.60, -11.83, 0.72)], Label Type: 0
Element Type: Wall, GUID: 1160661D-68F4-4FA7-BFC6-59C7CC55E40C, Length: 1.00, Width: 1.02, Height: 0.82, Info String: SW - 016, Wall Bounding Box: [(-33.64, -13.87, -0.10), (-31.76, -12.30, 0.72)], Label Type: 0
Element Type: Wall, GUID: 9F41F4CA-9A60-437C-A809-32B501ECB990, Length: 2.30, Width: 0.07, Height: 3.20, Info String: SW - 013, Wall Bounding Box: [(-78.50, -17.22, 0.20), (-76.20, -17.15, 3.40)], Label Type: 1
Element Type: Wall, GUID: 19B3142D-F02A-4C71-8A86-4ADBF577505D, Length: 0.05, Width: 0.14, Height: 3.20, Info String: SW - 013, Wall Bounding Box: [(-76.67, -15.65, 0.20), (-76.53, -15.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: 87B11428-D245-4453-8C51-2AE3CC4D08B6, Length: 1.85, Width: 0.14, Height: 3.20, Info String: SW - 013, Wall Bounding Box: [(-78.50, -15.62, 0.20), (-76.65, -15.48, 3.40)], Label Type: 1
Element Type: Wall, GUID: A2D68940-EACE-47E3-9711-73E2794BEA1B, Length: 1.91, Width: 0.14, Height: 3.20, Info String: SW - 013, Wall Bounding Box: [(-76.67, -17.02, 0.20), (-75.30, -15.65, 3.40)], Label Type: 0
Element Type: Wall, GUID: 5B91D1E8-69E5-4B6B-974B-B52E39BBFC5A, Length: 3.10, Width: 0.07, Height: 3.20, Info String: SW - 008, Wall Bounding Box: [(-17.90, -18.55, 0.20), (-14.80, -18.48, 3.40)], Label Type: 0
Element Type: Wall, GUID: A26A2A05-D812-4FA2-9FD1-5CCB15303BC3, Length: 1.95, Width: 0.05, Height: 3.20, Info String: SW - 024, Wall Bounding Box: [(-17.90, -18.90, 0.20), (-15.95, -18.85, 3.40)], Label Type: 0
Element Type: Wall, GUID: 0E73E1B2-D1C4-44EB-8671-F332C1585C44, Length: 1.75, Width: 0.05, Height: 3.20, Info String: SW - 024, Wall Bounding Box: [(-11.50, -18.90, 0.20), (-9.75, -18.85, 3.40)], Label Type: 0
Element Type: Wall, GUID: F94B69FF-C469-4D7A-90EB-3C415775ECC4, Length: 1.65, Width: 0.07, Height: 3.20, Info String: SW - 026, Wall Bounding Box: [(-11.50, -18.55, 0.20), (-9.85, -18.48, 3.40)], Label Type: 0
Element Type: Wall, GUID: 346B2C07-C672-46BD-8967-4784AD13CE98, Length: 3.10, Width: 0.07, Height: 3.20, Info String: SW - 010, Wall Bounding Box: [(-74.10, -18.55, 0.20), (-71.00, -18.48, 3.40)], Label Type: 0
Element Type: Wall, GUID: 915F6ED7-8597-45B1-BB7B-4C3162DBE20F, Length: 3.10, Width: 0.07, Height: 3.20, Info String: SW - 010, Wall Bounding Box: [(-80.70, -18.55, 0.20), (-77.60, -18.48, 3.40)], Label Type: 0
Element Type: Wall, GUID: 0F4A2630-FBA1-497B-86A1-9DFE91905AB0, Length: 1.95, Width: 0.05, Height: 3.20, Info String: SW - 024, Wall Bounding Box: [(-80.70, -18.90, 0.20), (-78.75, -18.85, 3.40)], Label Type: 0
Element Type: Wall, GUID: 21CFA994-B8CB-4B37-B02A-A9ECEFB487D7, Length: 1.75, Width: 0.05, Height: 3.20, Info String: SW - 024, Wall Bounding Box: [(-72.85, -18.90, 0.20), (-71.10, -18.85, 3.40)], Label Type: 0
Element Type: Wall, GUID: 12EE75E3-9479-49CD-8186-57F949B7D86F, Length: 1.50, Width: 0.30, Height: 3.20, Info String: SW - 053, Wall Bounding Box: [(-69.65, -27.30, 0.20), (-69.35, -25.80, 3.40)], Label Type: 1
Element Type: Wall, GUID: 7AF3B010-6560-4398-B749-DCBA0AFDB60F, Length: 1.50, Width: 0.30, Height: 3.20, Info String: SW - 053, Wall Bounding Box: [(-19.45, -27.30, 0.20), (-19.15, -25.80, 3.40)], Label Type: 1
Element Type: Wall, GUID: ED8E9874-BFB0-4C1D-9D5E-51FD93299B16, Length: 1.50, Width: 0.10, Height: 3.20, Info String: SW - 011, Wall Bounding Box: [(-44.62, -27.38, 0.20), (-44.52, -25.88, 3.40)], Label Type: 0
Element Type: Wall, GUID: 3C692CB1-6400-4CD8-BF49-00837F71EA22, Length: 1.50, Width: 0.10, Height: 3.20, Info String: SW - 011, Wall Bounding Box: [(-44.27, -27.38, 0.20), (-44.17, -25.88, 3.40)], Label Type: 0
Element Type: Wall, GUID: 551E257D-B495-4FCD-92F8-E9E2BA6DED86, Length: 24.72, Width: 0.08, Height: 0.86, Info String: SW - 087, Wall Bounding Box: [(-88.00, 6.87, 1.67), (-63.27, 6.95, 2.53)], Label Type: 0
Element Type: Wall, GUID: D32126A5-A728-4F03-AD18-FCED2D6D61E7, Length: 36.45, Width: 0.08, Height: 0.86, Info String: SW - 087, Wall Bounding Box: [(-62.63, 6.87, 1.67), (-26.17, 6.95, 2.53)], Label Type: 0
Element Type: Wall, GUID: C8E9A90C-65AE-4244-8150-20081361C57F, Length: 18.53, Width: 0.08, Height: 0.86, Info String: SW - 087, Wall Bounding Box: [(-25.53, 6.87, 1.67), (-7.00, 6.95, 2.53)], Label Type: 0
Element Type: Wall, GUID: 0A48C48E-2831-40F6-A047-9A1B0E69F16F, Length: 1.30, Width: 0.24, Height: 3.20, Embedded Door GUID: 6D9C3C9E-7C04-408F-96D8-D2E3CB2B52F1, Info String: SW - 023, Wall Bounding Box: [(-71.77, -8.60, 0.20), (-71.53, -7.30, 3.40)], Label Type: 0
Element Type: Wall, GUID: BA9CFF73-8E92-4863-A7F0-9FF5B3D5D6D9, Length: 2.55, Width: 0.24, Height: 3.20, Info String: SW - 029, Wall Bounding Box: [(-84.55, -17.12, 0.20), (-82.00, -16.88, 3.40)], Label Type: 0
Element Type: Wall, GUID: B8ED0BA3-6CA7-4DD8-9F02-EF27737B0C72, Length: 4.25, Width: 0.24, Height: 3.20, Info String: SW - 029, Wall Bounding Box: [(-84.55, -8.92, 0.20), (-80.30, -8.68, 3.40)], Label Type: 1
Element Type: Wall, GUID: D94F7C28-7248-4710-98BB-B28A19A37217, Length: 1.25, Width: 0.14, Height: 3.20, Info String: SW - 023, Wall Bounding Box: [(-64.72, -8.55, 0.20), (-64.58, -7.30, 3.40)], Label Type: 0
Element Type: Wall, GUID: EF47CBCE-E0C1-4BA5-8C82-67DC6B709294, Length: 1.60, Width: 0.14, Height: 3.20, Info String: SW - 024, Wall Bounding Box: [(-64.60, -8.67, 0.20), (-63.00, -8.53, 3.40)], Label Type: 1
Element Type: Wall, GUID: B8061D33-46B7-46C6-95DF-829157D02E5B, Length: 4.70, Width: 0.14, Height: 3.20, Embedded Door GUID: 33BBC1F2-3326-44D9-A7BA-39A862B501E1, 6D65D0C4-0F64-465F-A935-ED3E6B6B3C01, Info String: SW - 023, Wall Bounding Box: [(-69.97, -13.30, 0.20), (-69.83, -8.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: 0F176926-AC04-43C5-BA8C-03C3F17B980E, Length: 1.70, Width: 0.14, Height: 3.20, Info String: SW - 023, Wall Bounding Box: [(-71.55, -13.32, 0.20), (-69.85, -13.18, 3.40)], Label Type: 1
Element Type: Wall, GUID: 5723F7E7-EBE4-4802-91AE-C86110BC2466, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-85.90, -3.00, -0.40), (-85.80, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 59E14A7D-6A97-4FE7-8018-CC7FAE592344, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-79.90, -3.00, -0.40), (-79.80, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 845E0333-8C90-40CB-846D-3A30524E9520, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-73.50, -3.00, -0.40), (-73.40, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 143C31B2-1377-4D0D-B9C1-B4847CA9B9CF, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-67.10, -3.00, -0.40), (-67.00, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 7D823E18-2ECE-40FE-BF50-5CDABA7A6BE5, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-60.40, -3.00, -0.40), (-60.30, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 804CAEB0-21D8-41A8-8E97-04F13ED3CA18, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-54.40, -3.00, -0.40), (-54.30, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: F653CAAE-6E56-4B73-B536-B633632040B4, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-48.25, -3.00, -0.40), (-48.15, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 4F01B991-A933-40C6-AB34-2DE46E5BA606, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-42.10, -3.00, -0.40), (-42.00, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 7D378B84-EE9C-4022-A643-80750986921A, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-35.95, -3.00, -0.40), (-35.85, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: A27193A6-6DFE-413E-8400-D21C75471F86, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-29.80, -3.00, -0.40), (-29.70, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 05B84C9A-8364-4BC7-8138-0E93B551FCFC, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-23.00, -3.00, -0.40), (-22.90, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 3C1B1506-ADCF-43E8-B491-68EBDA8647DB, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-17.10, -3.00, -0.40), (-17.00, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 76C111F6-4497-488D-ACD4-7A0524CA8631, Length: 3.00, Width: 0.10, Height: 1.75, Info String: SW - 008, Wall Bounding Box: [(-10.65, -3.00, -0.40), (-10.55, -0.00, 1.35)], Label Type: 0
Element Type: Wall, GUID: 36B26D77-F7F8-43CC-88EA-5F6CB703F16B, Length: 7.30, Width: 0.24, Height: 6.40, Info String: SW - 029, Wall Bounding Box: [(-82.32, -7.30, 0.20), (-82.08, 0.00, 6.60)], Label Type: 0
Element Type: Wall, GUID: 8EA2EBEF-54D3-40AB-AC92-A69361400F2A, Length: 7.30, Width: 0.24, Height: 6.40, Info String: SW - 029, Wall Bounding Box: [(-69.52, -7.30, 0.20), (-69.28, 0.00, 6.60)], Label Type: 0
Element Type: Wall, GUID: 0877DF54-89F2-4857-8DD7-D281EE5CBE3A, Length: 7.30, Width: 0.24, Height: 6.40, Info String: SW - 029, Wall Bounding Box: [(-19.54, -7.30, 0.20), (-19.30, 0.00, 6.60)], Label Type: 0
Element Type: Wall, GUID: 2AA8825D-E13F-47C6-A9E8-3B38DE1EA6C3, Length: 7.30, Width: 0.24, Height: 6.40, Info String: SW - 029, Wall Bounding Box: [(-13.09, -7.30, 0.20), (-12.85, 0.00, 6.60)], Label Type: 0
Element Type: Wall, GUID: 3044CAD5-5B5B-42FA-A977-62D71DA4D43F, Length: 2.10, Width: 0.10, Height: 3.20, Info String: SW - 018, Wall Bounding Box: [(-21.60, -10.00, 0.20), (-19.50, -9.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 062154F5-8827-4B62-A121-FFF57B7982DA, Length: 1.10, Width: 0.10, Height: 3.20, Info String: SW - 017, Wall Bounding Box: [(-21.60, -10.00, 0.20), (-21.50, -8.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 01A9492F-4F51-4F7B-9653-890796D45EAD, Length: 2.10, Width: 0.10, Height: 3.20, Info String: SW - 018, Wall Bounding Box: [(-21.60, -15.90, 0.20), (-19.50, -15.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: 470CBAA6-629D-483F-918F-F42B8E01F958, Length: 1.20, Width: 0.10, Height: 3.20, Info String: SW - 017, Wall Bounding Box: [(-21.60, -17.00, 0.20), (-21.50, -15.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: AC0AC10A-9070-4B3B-A65C-E8BA9EFEE789, Length: 0.15, Width: 0.37, Height: 3.20, Info String: SW - 020, Wall Bounding Box: [(-21.75, -9.05, 0.20), (-21.60, -8.68, 3.40)], Label Type: 0
Element Type: Wall, GUID: E83768EE-6E33-4667-A7E7-BF8645526585, Length: 1.26, Width: 0.02, Height: 3.47, Info String: SW - 008, Wall Bounding Box: [(-8.13, -8.58, -0.42), (-8.11, -7.32, 3.05)], Label Type: 0
Element Type: Wall, GUID: 52722B3B-A6F0-483E-BF11-D7C8A37CFB1A, Length: 7.83, Width: 0.02, Height: 3.48, Info String: SW - 008, Wall Bounding Box: [(-8.25, -15.95, -0.45), (-0.42, -15.93, 3.03)], Label Type: 0
Element Type: Wall, GUID: EB43F637-1504-43B9-9AF2-04F78DFF65A2, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-1.65, -10.45, 1.07), (-1.57, -10.41, 2.72)], Label Type: 0
Element Type: Wall, GUID: 6DC4B7A3-7331-4A38-8E38-8EDF56AC797E, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-1.65, -10.50, 1.07), (-1.57, -10.45, 2.72)], Label Type: 0
Element Type: Wall, GUID: 4E4208DB-91BC-40AD-B60E-953A80A47AAE, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-3.54, -10.61, 1.07), (-3.45, -10.57, 2.72)], Label Type: 0
Element Type: Wall, GUID: 3E748250-2776-4939-8C59-2C222E9D3F4C, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-3.54, -10.66, 1.07), (-3.45, -10.61, 2.72)], Label Type: 0
Element Type: Wall, GUID: 64EE03D9-8102-411C-936A-FF878CB1918D, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-5.68, -10.61, 0.87), (-5.60, -10.57, 2.52)], Label Type: 0
Element Type: Wall, GUID: 6FC5B062-CF64-413C-815C-9C2EB57A5EB3, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-5.68, -10.66, 0.87), (-5.60, -10.61, 2.52)], Label Type: 0
Element Type: Wall, GUID: 361A8ABA-BA33-4268-A8BA-8836A39B2912, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-6.93, -10.77, 1.17), (-6.84, -10.73, 2.82)], Label Type: 0
Element Type: Wall, GUID: 1FFCDF1B-AF21-407A-A99C-814D74145A75, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-6.93, -10.81, 1.17), (-6.84, -10.77, 2.82)], Label Type: 0
Element Type: Wall, GUID: 39CBAAEC-6DE3-4AF8-B6CA-D0DE394659EF, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-2.30, -10.30, 1.27), (-2.22, -10.25, 2.92)], Label Type: 0
Element Type: Wall, GUID: D1617F48-361E-4A17-A334-84DCC1EB0224, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-2.30, -10.34, 1.27), (-2.22, -10.30, 2.92)], Label Type: 0
Element Type: Wall, GUID: B88E38C2-D813-430B-8655-4D50D58C8765, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-4.45, -10.30, 1.07), (-4.36, -10.25, 2.72)], Label Type: 0
Element Type: Wall, GUID: 0E7B5F86-79E4-4C59-A8ED-17289A447CE3, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-4.45, -10.34, 1.07), (-4.36, -10.30, 2.72)], Label Type: 0
Element Type: Wall, GUID: 9570F28E-3E57-4187-B98C-53C7B5D7B911, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-6.59, -10.30, 1.27), (-6.50, -10.25, 2.92)], Label Type: 0
Element Type: Wall, GUID: E0AE89E0-DB0B-4722-8842-5D224F84B5EC, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-6.59, -10.34, 1.27), (-6.50, -10.30, 2.92)], Label Type: 0
Element Type: Wall, GUID: 585D39D2-300E-4151-AB17-744BDA62998B, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-5.40, -9.97, 1.07), (-5.31, -9.93, 2.72)], Label Type: 0
Element Type: Wall, GUID: 33695116-5611-48DF-A976-80A7977E7C86, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-5.40, -10.02, 1.07), (-5.31, -9.97, 2.72)], Label Type: 0
Element Type: Wall, GUID: 5558DA4C-142A-4D64-A2CD-1E0976D2E265, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-2.94, -10.13, 1.32), (-2.85, -10.09, 2.97)], Label Type: 0
Element Type: Wall, GUID: C11E8D9A-BE17-459D-A26D-C5127FBE65FF, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-2.94, -10.18, 1.32), (-2.85, -10.13, 2.97)], Label Type: 0
Element Type: Wall, GUID: 63E41288-800D-417F-9D36-14D903B2F3B0, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-2.30, -10.78, 1.27), (-2.22, -10.73, 2.92)], Label Type: 0
Element Type: Wall, GUID: 1F7F16A2-F20A-4338-9880-7A56BBAAC3C6, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-2.30, -10.82, 1.27), (-2.22, -10.78, 2.92)], Label Type: 0
Element Type: Wall, GUID: CADD7ADF-9046-485F-8373-EF2CD35E11B6, Length: 1.20, Width: 0.03, Height: 2.71, Info String: SW - 008, Wall Bounding Box: [(-78.57, -12.35, 0.32), (-78.54, -11.15, 3.03)], Label Type: 0
Element Type: Wall, GUID: 0D8429D4-7345-4F61-B495-EA4B900EAE48, Length: 0.90, Width: 0.03, Height: 2.71, Info String: SW - 008, Wall Bounding Box: [(-78.57, -14.35, 0.32), (-78.54, -13.45, 3.03)], Label Type: 0
Element Type: Wall, GUID: EB372B14-7CE6-4680-93F8-F94BEC49770B, Length: 1.47, Width: 0.01, Height: 2.71, Info String: SW - 008, Wall Bounding Box: [(-78.55, -10.05, 0.32), (-78.54, -8.58, 3.03)], Label Type: 0
Element Type: Wall, GUID: 15CA9DD8-5113-4AEF-8795-54468D820618, Length: 1.89, Width: 0.01, Height: 2.71, Info String: SW - 008, Wall Bounding Box: [(-78.55, -17.24, 0.32), (-78.54, -15.35, 3.03)], Label Type: 0
Element Type: Wall, GUID: 31E86143-9FDE-4841-A031-5D11C7965277, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-84.25, -15.73, 0.87), (-84.16, -15.68, 2.52)], Label Type: 0
Element Type: Wall, GUID: E69C5667-E24E-49C5-A10D-A1515026C6B1, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-84.25, -15.68, 0.87), (-84.16, -15.64, 2.52)], Label Type: 0
Element Type: Wall, GUID: B003B500-42A1-49C9-890C-5ECE253FB2A5, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-83.16, -15.73, 1.07), (-83.07, -15.69, 2.72)], Label Type: 0
Element Type: Wall, GUID: 1F827737-A42C-47AD-A93F-BE13084C766F, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-83.16, -15.69, 1.07), (-83.07, -15.65, 2.72)], Label Type: 0
Element Type: Wall, GUID: D86DF5A5-7EE6-4AF4-B527-726BCD718BBF, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-83.96, -16.19, 1.07), (-83.87, -16.14, 2.72)], Label Type: 0
Element Type: Wall, GUID: 0EF24754-E9BC-41BB-942D-4804C4D4767B, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-83.96, -16.14, 1.07), (-83.87, -16.10, 2.72)], Label Type: 0
Element Type: Wall, GUID: F94D96CE-A9B1-4041-8F06-932AC25B72F0, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-82.32, -15.63, 1.07), (-82.23, -15.58, 2.72)], Label Type: 0
Element Type: Wall, GUID: 36459238-96FD-4A61-BC8E-1085F90D6694, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-82.32, -15.67, 1.07), (-82.23, -15.63, 2.72)], Label Type: 0
Element Type: Wall, GUID: 3788311F-55CC-49E6-8F27-66C57CFB4640, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-82.67, -16.16, 0.87), (-82.58, -16.12, 2.52)], Label Type: 0
Element Type: Wall, GUID: C499FBB7-D862-448F-B4CE-6062CEF3102F, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-82.67, -16.12, 0.87), (-82.58, -16.07, 2.52)], Label Type: 0
Element Type: Wall, GUID: BC67FDBD-E782-4A37-8725-5F561F0E0A4F, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-84.25, -9.88, 0.87), (-84.16, -9.83, 2.52)], Label Type: 0
Element Type: Wall, GUID: 10F7E68A-732F-4819-885C-09B7F5D871A5, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-84.25, -9.92, 0.87), (-84.16, -9.88, 2.52)], Label Type: 0
Element Type: Wall, GUID: 984F8293-3927-4FE0-B178-288E763C1AF8, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-83.16, -9.87, 1.07), (-83.07, -9.83, 2.72)], Label Type: 0
Element Type: Wall, GUID: 95870CAA-4B65-4D3B-8152-2558C17AE726, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-83.16, -9.91, 1.07), (-83.07, -9.87, 2.72)], Label Type: 0
Element Type: Wall, GUID: E7E670DA-3074-41A4-A477-4E5D6C3A275F, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-83.96, -9.42, 1.07), (-83.87, -9.37, 2.72)], Label Type: 0
Element Type: Wall, GUID: EEEFD8F3-4214-443D-9463-C1510E41FF67, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-83.96, -9.46, 1.07), (-83.87, -9.42, 2.72)], Label Type: 0
Element Type: Wall, GUID: C78D0AF5-A783-4E7C-883F-DF5F0DE6ABDD, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-82.32, -9.98, 1.07), (-82.23, -9.93, 2.72)], Label Type: 0
Element Type: Wall, GUID: 6177CF6B-C03E-4B7C-98FA-9BF8796DF091, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-82.32, -9.93, 1.07), (-82.23, -9.89, 2.72)], Label Type: 0
Element Type: Wall, GUID: 601E1517-6EC9-47F2-9BE4-D7E00DE5D5D9, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 009, Wall Bounding Box: [(-82.67, -9.44, 0.87), (-82.58, -9.40, 2.52)], Label Type: 0
Element Type: Wall, GUID: 6D0D7595-19D6-45F5-80D6-9E3018DB0A36, Length: 0.08, Width: 0.04, Height: 1.65, Info String: SW - 010, Wall Bounding Box: [(-82.67, -9.49, 0.87), (-82.58, -9.44, 2.52)], Label Type: 0
Element Type: Wall, GUID: 6661842B-19EC-4347-9313-91FD674D109F, Length: 5.80, Width: 0.02, Height: 0.15, Info String: SW - 045, Wall Bounding Box: [(-19.22, -15.80, 2.75), (-19.20, -10.00, 2.90)], Label Type: 0
