Element Type: DimNode 0, GUID: 1EC6ABC4-0C95-4E69-A11B-E1A33A6ED17B, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-88.60, -1.73, 0.00), (-88.60, -1.72, 0.00)], Position: (-88.60, -1.72), Info String: Dim Node 0
Element Type: Wall, GUID: F74DEB85-7CFE-A47B-EF3A-1230E974FCD9, Length: 2.10, Width: 0.10, Height: 3.20, Info String: SW - 018, Wall Bounding Box: [(-82.40, -15.90, 0.20), (-80.30, -15.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: 55E6112C-921B-6727-A04E-FB9C17394B79, Length: 1.40, Width: 0.32, Height: 3.20, Info String: SW - 020, Wall Bounding Box: [(-21.50, -17.12, 0.20), (-20.10, -16.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: 5EFD5F7D-A552-3957-466E-51F32012F4DC, Length: 2.10, Width: 0.10, Height: 3.20, Info String: SW - 018, Wall Bounding Box: [(-21.60, -15.90, 0.20), (-19.50, -15.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: 74437D05-83D4-7715-0BB0-1F8BED94700B, Length: 1.40, Width: 0.32, Height: 3.20, Info String: SW - 020, Wall Bounding Box: [(-21.50, -9.00, 0.20), (-20.10, -8.68, 3.40)], Label Type: 0
Element Type: Wall, GUID: 424862C2-1FBC-BCFA-16E5-490FD9E17F7B, Length: 2.50, Width: 0.32, Height: 3.20, Info String: SW - 051, Wall Bounding Box: [(-19.60, -16.90, 0.20), (-19.28, -14.40, 3.40)], Label Type: 0
Element Type: Wall, GUID: CDD845CC-6420-4574-87CC-AAE9C6138801, Length: 0.25, Width: 0.37, Height: 3.20, Info String: SW - 020, Wall Bounding Box: [(-21.75, -9.05, 0.20), (-21.50, -8.68, 3.40)], Label Type: 0
Element Type: Wall, GUID: B65CA465-8C73-F946-37E0-E44C1D192D1C, Length: 0.25, Width: 0.37, Height: 3.20, Info String: SW - 020, Wall Bounding Box: [(-21.75, -17.12, 0.20), (-21.50, -16.75, 3.40)], Label Type: 0
Element Type: Wall, GUID: 59B66F65-5782-ECBC-BE1A-ED632A26150C, Length: 2.10, Width: 0.10, Height: 3.20, Info String: SW - 018, Wall Bounding Box: [(-21.60, -10.00, 0.20), (-19.50, -9.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 27CFA0CF-5C63-B3B4-6D00-967BF5A538C8, Length: 1.10, Width: 0.10, Height: 3.20, Info String: SW - 017, Wall Bounding Box: [(-21.60, -10.00, 0.20), (-21.50, -8.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 02DF4BF6-4FEF-56E2-AC42-179A7AFC7E5C, Length: 2.50, Width: 0.32, Height: 3.20, Info String: SW - 051, Wall Bounding Box: [(-19.60, -11.40, 0.20), (-19.28, -8.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 90BF01B0-C9B7-786E-B16D-F359FB24BBFD, Length: 1.10, Width: 0.10, Height: 3.20, Info String: SW - 017, Wall Bounding Box: [(-21.60, -16.90, 0.20), (-21.50, -15.80, 3.40)], Label Type: 0
Element Type: Wall, GUID: 318F422A-9F71-4763-8F52-52BEA4C8754C, Length: 1.60, Width: 0.37, Height: 3.20, Info String: SW - 021, Wall Bounding Box: [(-21.90, -8.90, 0.20), (-21.53, -7.30, 3.40)], Label Type: 0
Element Type: Wall, GUID: F1F703FD-44AA-4501-886C-72B2686A914F, Length: 1.60, Width: 0.37, Height: 3.20, Info String: SW - 021, Wall Bounding Box: [(-21.90, -18.50, 0.20), (-21.53, -16.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: CE155506-DA91-4B19-9FCA-9896BA770140, Length: 1.60, Width: 0.37, Height: 3.20, Info String: SW - 021, Wall Bounding Box: [(-84.70, -18.50, 0.20), (-84.33, -16.90, 3.40)], Label Type: 0
Element Type: Wall, GUID: 459062CF-0A95-46E4-BA0C-CE3097BC5753, Length: 1.60, Width: 0.37, Height: 3.20, Info String: SW - 021, Wall Bounding Box: [(-84.70, -8.90, 0.20), (-84.33, -7.30, 3.40)], Label Type: 0
Element Type: Wall, GUID: 52EA72D9-00DE-46B7-5907-D3A491414A72, Length: 1.55, Width: 0.34, Height: 3.20, Info String: SW - 003, Wall Bounding Box: [(-11.90, -8.92, 0.20), (-10.35, -8.58, 3.40)], Label Type: 0
Element Type: Wall, GUID: 02025DAD-5888-CFDA-519E-0825132B2F08, Length: 1.15, Width: 0.32, Height: 3.20, Info String: SW - 003, Wall Bounding Box: [(-15.17, -9.75, 0.20), (-14.85, -8.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: ED009AB2-A282-816B-C9E9-3F8326E9032F, Length: 1.30, Width: 0.30, Height: 3.20, Info String: SW - 003, Wall Bounding Box: [(-15.15, -11.05, 0.20), (-14.85, -9.75, 3.40)], Label Type: 0
Element Type: Wall, GUID: 1859A9C3-4B33-9F6B-1678-9C060EAD7823, Length: 1.55, Width: 0.34, Height: 3.20, Info String: SW - 004, Wall Bounding Box: [(-11.90, -11.37, 0.20), (-10.35, -11.03, 3.40)], Label Type: 0
Element Type: Wall, GUID: 7D79B7C4-551E-AB5B-FF4B-EF545465B3B0, Length: 3.05, Width: 0.14, Height: 3.20, Info String: SW - 028, Wall Bounding Box: [(-15.47, -17.20, 0.20), (-15.33, -14.15, 3.40)], Label Type: 0
Element Type: Wall, GUID: 7785C618-4E66-25F0-E726-43EC00B7C270, Length: 6.05, Width: 0.29, Height: 3.20, Info String: SW - 005, Wall Bounding Box: [(-15.15, -14.42, 0.20), (-9.10, -14.13, 3.40)], Label Type: 0
Element Type: Wall, GUID: C3136776-20A9-7066-E60A-09AEBCA651E5, Length: 1.25, Width: 0.14, Height: 3.20, Embedded Door GUID: A88A9CE0-41D6-D247-4C8C-84B467DF0BAE, Info String: SW - 028, Wall Bounding Box: [(-10.35, -11.17, 0.20), (-9.10, -11.03, 3.40)], Label Type: 0
Element Type: Wall, GUID: 389F692B-660F-496B-010D-372530CA06B7, Length: 3.10, Width: 0.14, Height: 3.20, Info String: SW - 028, Wall Bounding Box: [(-14.22, -14.15, 0.20), (-14.08, -11.05, 3.40)], Label Type: 0
Element Type: Wall, GUID: 05AC058B-EC30-85DE-C557-49119EDFF847, Length: 8.60, Width: 0.07, Height: 3.20, Embedded Door GUID: EBFADE5A-3DB8-84C8-E3AE-072154CB799E, 6907D317-562D-3F5C-2F19-9CF9BCDFDE4E, Info String: SW - 028, Wall Bounding Box: [(-17.42, -17.20, 0.20), (-17.35, -8.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: 6531E756-8CC4-453A-D738-D42F09246C3C, Length: 3.25, Width: 0.32, Height: 3.20, Info String: SW - 003, Wall Bounding Box: [(-15.15, -8.90, 0.20), (-11.90, -8.58, 3.40)], Label Type: 0
Element Type: Wall, GUID: BD321814-7325-4678-919B-F6CD8B3D41C4, Length: 0.95, Width: 0.14, Height: 3.20, Info String: SW - 028, Wall Bounding Box: [(-15.15, -12.82, 0.20), (-14.20, -12.68, 3.40)], Label Type: 0
Element Type: Wall, GUID: F16E0B74-5D57-CFA2-B399-FF9BFCECA8F0, Length: 3.10, Width: 0.32, Height: 3.20, Info String: SW - 003, Wall Bounding Box: [(-15.15, -14.15, 0.20), (-14.83, -11.05, 3.40)], Label Type: 0
Element Type: Wall, GUID: C9BF0083-50A6-27C0-4CD6-9604201C68CF, Length: 2.45, Width: 0.07, Height: 3.20, Embedded Door GUID: 8837F324-2D02-FBB5-5982-07E16C846623, Info String: SW - 028, Wall Bounding Box: [(-11.95, -11.05, 0.20), (-11.88, -8.60, 3.40)], Label Type: 0
Element Type: Wall, GUID: D381DC9F-7A3D-DFC1-BA99-E25538A079E9, Length: 3.25, Width: 0.32, Height: 3.20, Info String: SW - 004, Wall Bounding Box: [(-15.15, -11.37, 0.20), (-11.90, -11.05, 3.40)], Label Type: 0
Element Type: Wall, GUID: 07B5AB52-F062-C41C-C4B0-39FD6C0E9AE2, Length: 2.25, Width: 0.27, Height: 3.20, Info String: SW - 005, Wall Bounding Box: [(-17.40, -14.42, 0.20), (-15.15, -14.15, 3.40)], Label Type: 0
Element Type: Wall, GUID: 5AE2AE25-027F-FA80-A3BD-3F9F73F52566, Length: 2.25, Width: 0.27, Height: 3.20, Info String: SW - 029, Wall Bounding Box: [(-17.40, -9.75, 0.20), (-15.15, -9.48, 3.40)], Label Type: 0
Element Type: Wall, GUID: 05D13CE0-7182-9A7B-09C4-A35EF74E7C87, Length: 2.00, Width: 0.26, Height: 3.20, Info String: SW - 027, Wall Bounding Box: [(-78.78, -21.40, 0.20), (-78.52, -19.40, 3.40)], Label Type: 1
Element Type: Wall, GUID: 8E8EF72E-9CFF-5FA2-C1DF-EBEC259F7F4C, Length: 1.20, Width: 0.15, Height: 3.20, Info String: SW - 045, Wall Bounding Box: [(-80.47, -21.85, 0.20), (-80.32, -20.65, 3.40)], Label Type: 1
Element Type: Wall, GUID: A3E2A841-14AA-8532-8511-953CE3DEBE7D, Length: 1.19, Width: 0.37, Height: 3.20, Info String: SW - 013, Wall Bounding Box: [(-88.75, -21.50, 0.20), (-88.38, -20.31, 3.40)], Label Type: 1
Element Type: Slab, GUID: 4A0FC0E5-FC9F-6363-43E0-99B74B9A13B9, Info String: SLA - 003, Slab Bounding Box: [(-15.73, 0.08, 2.95), (-12.88, 1.20, 3.00)], Label Type: 0
Element Type: Slab, GUID: C6BD923C-9491-6077-4220-2D004859895E, Info String: SLA - 001, Slab Bounding Box: [(-8.73, -15.18, 0.20), (-6.28, -13.02, 0.30)], Label Type: 0
Element Type: Slab, GUID: 5F5AC122-8565-6890-2956-BF22F76EC960, Info String: SLA - 003, Slab Bounding Box: [(-0.04, -18.82, 2.95), (1.00, -16.55, 3.00)], Label Type: 0
Element Type: Slab, GUID: E4E188AA-44D9-5700-A4B6-A98BDFC322B9, Info String: SLA - 003, Slab Bounding Box: [(-21.78, 0.08, 2.95), (-19.33, 1.20, 3.00)], Label Type: 0
Element Type: Slab, GUID: 27E59D1E-0B74-9477-16B8-735DC7E5180E, Info String: SLA - 001, Slab Bounding Box: [(-8.73, -16.98, 0.20), (-6.42, -15.37, 0.30)], Label Type: 0
Element Type: Slab, GUID: 2D003385-E09C-2024-C57C-63DD0674B820, Info String: SLA - 003, Slab Bounding Box: [(-0.05, -9.25, 2.95), (1.00, -7.13, 3.00)], Label Type: 0
Element Type: Slab, GUID: 758C3D28-B4A6-3564-F74B-DB3C4EEC7886, Info String: SLA - 001, Slab Bounding Box: [(-4.58, -9.68, 0.20), (-0.42, -6.92, 0.30)], Label Type: 0
Element Type: Slab, GUID: FDCC5884-68AF-9561-9992-BB2FAE894FDC, Info String: SLA - 001, Slab Bounding Box: [(-0.32, -18.67, 0.20), (1.00, -16.55, 0.30)], Label Type: 0
Element Type: Slab, GUID: DC2C3C85-5FFB-65A2-4280-2A4ED3ACA4EE, Info String: SLA - 001, Slab Bounding Box: [(-8.73, -10.43, 0.20), (-6.42, -8.82, 0.30)], Label Type: 0
Element Type: Slab, GUID: EC200517-D7AB-5D0F-BD14-781990A38ADE, Info String: SLA - 003, Slab Bounding Box: [(-21.78, -27.00, 2.95), (-19.33, -25.88, 3.00)], Label Type: 0
Element Type: Slab, GUID: B32F7E0D-CF30-2E74-03C2-A4EA9DAF8192, Info String: SLA - 002, Slab Bounding Box: [(-6.28, -12.78, 0.20), (-0.42, -8.82, 0.30)], Label Type: 0
Element Type: Slab, GUID: 19611A70-7400-2077-C887-E941653C234B, Info String: SLA - 001, Slab Bounding Box: [(-8.73, -12.78, 0.20), (-6.28, -10.62, 0.30)], Label Type: 0
Element Type: Slab, GUID: E24A7429-58E6-3D0A-90D9-F872CCB3E245, Info String: SLA - 003, Slab Bounding Box: [(-0.04, -18.67, 2.95), (1.00, -16.55, 3.00)], Label Type: 0
Element Type: Slab, GUID: 5F0B2625-2F48-68D1-F7D2-A49D0368514D, Info String: SLA - 003, Slab Bounding Box: [(-15.73, -27.00, 2.95), (-12.88, -25.88, 3.00)], Label Type: 0
Element Type: Slab, GUID: 6BCA4A9E-CA62-E932-2B7E-61D23F4F1990, Info String: SLA - 001, Slab Bounding Box: [(-25.80, -27.00, -0.17), (1.00, 1.20, 0.20)], Label Type: 0
Element Type: Slab, GUID: 8A59A562-4C37-9BD0-999B-F7C858D08852, Info String: SLA - 020, Slab Bounding Box: [(-12.00, -17.20, 0.05), (-9.10, -14.42, 0.20)], Label Type: 0
Element Type: Slab, GUID: 14FD82F1-0B00-830A-A883-3B90137DCBA2, Info String: SLA - 020, Slab Bounding Box: [(-11.95, -14.13, 0.05), (-9.10, -8.60, 0.20)], Label Type: 0
Element Type: Slab, GUID: 3AEDB15B-D33F-0FB7-7D58-F5D04FDDBB13, Info String: SLA - 002, Slab Bounding Box: [(-12.00, -16.88, 0.20), (-10.42, -14.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: DCF8F998-E3D1-7604-F593-74D569BA3FC2, Info String: SLA - 002, Slab Bounding Box: [(-10.59, -14.13, 0.20), (-9.12, -11.17, 0.30)], Label Type: 0
Element Type: Slab, GUID: 7074829C-7A01-8238-3C04-8011F8DB5F88, Info String: SLA - 002, Slab Bounding Box: [(-11.88, -11.03, 0.20), (-9.12, -8.82, 0.30)], Label Type: 0
Element Type: Slab, GUID: 8AD56DB6-3A4A-369F-148C-CC939CAC5918, Info String: SLA - 001, Slab Bounding Box: [(-3.68, -27.00, 0.20), (1.00, -21.62, 0.30)], Label Type: 0
Element Type: Slab, GUID: 8ECF8C02-3E91-090E-03B5-5BE4956D9D1D, Info String: SLA - 001, Slab Bounding Box: [(-6.67, -27.00, 0.20), (-3.82, -22.82, 0.30)], Label Type: 0
Element Type: Slab, GUID: 7182B5BE-AD76-CE82-5183-6BE6CC0A7EEA, Info String: SLA - 002, Slab Bounding Box: [(-9.67, -27.00, 0.20), (-6.52, -21.52, 0.30)], Label Type: 0
Element Type: Slab, GUID: F3AD735C-9B1A-0095-EB26-13222ED227EC, Info String: SLA - 001, Slab Bounding Box: [(-8.03, -21.38, 0.20), (-6.52, -18.72, 0.30)], Label Type: 0
Element Type: Slab, GUID: 7DEF56C8-A00B-9CBE-8C63-675C3A8FDA4A, Info String: SLA - 001, Slab Bounding Box: [(-9.63, -21.38, 0.20), (-8.22, -18.72, 0.30)], Label Type: 0
Element Type: Slab, GUID: 8970A5F5-A37F-6F38-9D7F-93EB10FA1DF7, Info String: SLA - 001, Slab Bounding Box: [(-10.28, -16.98, 0.20), (-9.12, -14.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: 4EA4FA53-0048-3A51-71F3-740157D97EB4, Info String: SLA - 001, Slab Bounding Box: [(-3.68, -21.48, 0.20), (-0.42, -19.12, 0.30)], Label Type: 0
Element Type: Slab, GUID: DD5B38EA-B0A6-B9DA-CC65-C45E59DC2726, Info String: SLA - 002, Slab Bounding Box: [(-6.38, -22.68, 0.20), (-3.68, -18.72, 0.30)], Label Type: 0
Element Type: Slab, GUID: 9109119A-F095-64B8-1652-8C9E95437687, Info String: SLA - 001, Slab Bounding Box: [(-0.20, -21.47, 0.20), (1.00, -18.82, 0.30)], Label Type: 0
Element Type: Slab, GUID: EF3482EC-91A7-93E6-CC26-0FF26C993D97, Info String: SLA - 002, Slab Bounding Box: [(-13.08, -27.00, 0.20), (-9.82, -21.78, 0.30)], Label Type: 0
Element Type: Slab, GUID: ED2E8057-21F5-EE28-36CB-ACF588EAD2BB, Info String: SLA - 002, Slab Bounding Box: [(-15.73, -25.58, 0.20), (-13.22, -21.52, 0.30)], Label Type: 0
Element Type: Slab, GUID: 002D276C-0D29-53EA-52C9-957245B46E10, Info String: SLA - 003, Slab Bounding Box: [(-19.18, -27.00, 0.20), (-15.88, -21.97, 0.30)], Label Type: 0
Element Type: Slab, GUID: 231BD41C-3B04-54F2-FD8C-B714732F94B4, Info String: SLA - 001, Slab Bounding Box: [(-15.73, -27.00, 0.20), (-12.88, -25.80, 0.30)], Label Type: 0
Element Type: Slab, GUID: B1AA9A64-96A1-A58A-E5C5-0F186D3EBFC2, Info String: SLA - 002, Slab Bounding Box: [(-15.73, -21.38, 0.20), (-13.62, -19.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: B79BF5F6-9BA3-4ED6-3BEA-5F4008F02E68, Info String: SLA - 002, Slab Bounding Box: [(-13.43, -21.78, 0.20), (-9.87, -18.72, 0.30)], Label Type: 0
Element Type: Slab, GUID: 6B8E4796-95BB-C9B3-69C8-126A97E406D6, Info String: SLA - 003, Slab Bounding Box: [(-20.00, -20.65, 0.20), (-17.65, -18.70, 0.30)], Label Type: 0
Element Type: Slab, GUID: 9C436B7C-3583-75D3-B520-436A4AF77CB4, Info String: SLA - 003, Slab Bounding Box: [(-21.78, -25.58, 0.20), (-19.32, -21.97, 0.30)], Label Type: 0
Element Type: Slab, GUID: 3B66151C-2886-8125-AC4F-5B970CD57D27, Info String: SLA - 004, Slab Bounding Box: [(-25.80, -27.00, 0.20), (-21.92, -18.72, 0.30)], Label Type: 0
Element Type: Slab, GUID: 5273B4C7-02AA-9599-4FEC-CC2CA8434469, Info String: SLA - 002, Slab Bounding Box: [(-22.13, -21.83, 0.20), (-17.67, -17.12, 0.30)], Label Type: 0
Element Type: Slab, GUID: B61025CD-759C-10EB-3E6F-D12AC8EE78CA, Info String: SLA - 002, Slab Bounding Box: [(-17.55, -21.85, 0.20), (-15.95, -19.40, 0.30)], Label Type: 0
Element Type: Slab, GUID: EF03FF97-E261-45B1-DEC0-8FF2D1D383F6, Info String: SLA - 001, Slab Bounding Box: [(-21.78, -27.00, 0.20), (-19.33, -25.80, 0.30)], Label Type: 0
Element Type: Slab, GUID: BA461CD9-692E-8B13-5A0D-0AC0BD8B8719, Info String: SLA - 001, Slab Bounding Box: [(-3.68, -4.18, 0.20), (1.00, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: 8BBF80D4-347D-05D6-DFAB-5DD350589EF6, Info String: SLA - 001, Slab Bounding Box: [(-6.72, -2.98, 0.20), (-3.82, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: A834462A-090F-0FDD-8E8C-77250B2F6C89, Info String: SLA - 002, Slab Bounding Box: [(-9.67, -4.28, 0.20), (-6.52, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: 231F2DCE-EB16-277C-6C5E-65C73F72AF6A, Info String: SLA - 001, Slab Bounding Box: [(-8.03, -7.08, 0.20), (-6.52, -4.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: 684AED20-7E6F-BDB9-7277-A4A0C24383CE, Info String: SLA - 001, Slab Bounding Box: [(-9.63, -7.08, 0.20), (-8.22, -4.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: D0074A2A-7872-997F-1DC5-8BDA1E53DC81, Info String: SLA - 001, Slab Bounding Box: [(-0.20, -6.98, 0.20), (1.00, -4.33, 0.30)], Label Type: 0
Element Type: Slab, GUID: 369D691D-7995-2BB4-32B6-6C0550342494, Info String: SLA - 002, Slab Bounding Box: [(-13.08, -4.02, 0.20), (-9.82, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: BB07D3AB-39AC-1693-1E5A-C02F9DDA67B9, Info String: SLA - 002, Slab Bounding Box: [(-15.73, -4.28, 0.20), (-13.22, -0.22, 0.30)], Label Type: 0
Element Type: Slab, GUID: 5B76D9D6-A63B-8A1D-9754-25D397BD9CAC, Info String: SLA - 003, Slab Bounding Box: [(-19.18, -3.83, 0.20), (-15.88, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: 3DA57D58-EDAB-1503-C3A5-265E600B853E, Info String: SLA - 001, Slab Bounding Box: [(-15.75, -0.00, 0.20), (-12.88, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: 72C9AAE5-83A2-7F03-1DEE-9354A6FB5932, Info String: SLA - 002, Slab Bounding Box: [(-15.73, -6.38, 0.20), (-13.62, -4.42, 0.30)], Label Type: 0
Element Type: Slab, GUID: 49DF1792-1201-2D16-64D8-66006030BCA2, Info String: SLA - 002, Slab Bounding Box: [(-13.43, -7.08, 0.20), (-9.87, -4.02, 0.30)], Label Type: 0
Element Type: Slab, GUID: B36FCA0E-F5E4-FD0C-30D6-60C9FC26D55A, Info String: SLA - 003, Slab Bounding Box: [(-21.78, -3.83, 0.20), (-19.32, -0.22, 0.30)], Label Type: 0
Element Type: Slab, GUID: CCA537D1-925C-E22B-B6D3-A1D82417006B, Info String: SLA - 004, Slab Bounding Box: [(-25.80, -7.08, 0.20), (-21.92, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: D1A88D52-B4B2-F981-300F-66F79BDDC42B, Info String: SLA - 002, Slab Bounding Box: [(-22.13, -8.68, 0.20), (-17.67, -3.97, 0.30)], Label Type: 0
Element Type: Slab, GUID: 4A08D065-977D-AABE-9B0F-099C4F438270, Info String: SLA - 002, Slab Bounding Box: [(-17.55, -6.40, 0.20), (-15.95, -3.95, 0.30)], Label Type: 0
Element Type: Slab, GUID: 874048E2-9A17-3431-A825-CF63348DFC25, Info String: SLA - 003, Slab Bounding Box: [(-20.00, -7.10, 0.20), (-17.65, -5.15, 0.30)], Label Type: 0
Element Type: Slab, GUID: 24835742-584D-82E1-DBCD-BC4018B4FA8D, Info String: SLA - 001, Slab Bounding Box: [(-21.78, -0.00, 0.20), (-19.33, 1.20, 0.30)], Label Type: 0
Element Type: Slab, GUID: 56A6691A-3279-6B7E-949D-E33D4447A221, Info String: SLA - 001, Slab Bounding Box: [(-19.50, -18.48, 0.20), (-4.82, -7.32, 0.30)], Label Type: 0
Element Type: Slab, GUID: 9DFDC295-5C3C-06DC-FD6C-9494CC0D8E83, Info String: SLA - 001, Slab Bounding Box: [(-4.58, -18.88, 0.20), (-0.42, -16.12, 0.30)], Label Type: 0
Element Type: Slab, GUID: 759C29A7-E4C0-1AA0-0A2E-AE7B0AE94D6F, Info String: SLA - 002, Slab Bounding Box: [(-6.28, -16.98, 0.20), (-0.42, -13.02, 0.30)], Label Type: 0
Element Type: Slab, GUID: 0F224BA7-AAF8-0C7D-7DA2-7AAE9F326BFF, Info String: SLA - 003, Slab Bounding Box: [(-0.04, -21.47, 2.95), (1.00, -18.82, 3.00)], Label Type: 0
Element Type: Slab, GUID: 51276462-64F5-5D8F-0E45-A2A32ECECB6C, Info String: SLA - 003, Slab Bounding Box: [(-0.05, -6.98, 2.95), (1.00, -4.33, 3.00)], Label Type: 0
Element Type: Slab, GUID: 6907F686-C479-F6D4-EA81-43FD51D5A35F, Info String: SLA - 001, Slab Bounding Box: [(-3.68, -6.68, 0.20), (-0.42, -4.32, 0.30)], Label Type: 0
Element Type: Slab, GUID: B7D038B0-285E-8D0C-AF04-9BB82CC0094C, Info String: SLA - 002, Slab Bounding Box: [(-6.38, -7.08, 0.20), (-3.68, -3.12, 0.30)], Label Type: 0
Element Type: Slab, GUID: EF4820BC-5358-7DDF-E144-A765EEB56FC4, Info String: SLA - 001, Slab Bounding Box: [(-0.32, -9.25, 0.20), (1.00, -7.13, 0.30)], Label Type: 0
Element Type: Slab, GUID: C1F1B866-83B1-3426-E80F-537FCC6F407D, Info String: SLA - 003, Slab Bounding Box: [(-25.80, -26.83, 2.95), (-21.92, -20.75, 3.00)], Label Type: 0
Element Type: Slab, GUID: 63EF033A-347D-66A8-FF7B-1385C932616C, Info String: SLA - 003, Slab Bounding Box: [(-13.08, -26.83, 2.95), (-9.87, -21.78, 3.00)], Label Type: 0
Element Type: Slab, GUID: D07CA919-9717-1849-46B5-DEB37D12C3F2, Info String: SLA - 003, Slab Bounding Box: [(-25.58, -21.14, 2.75), (-22.32, -18.72, 2.80)], Label Type: 0
Element Type: Slab, GUID: 47146706-8644-1D98-4375-43F5B9BF1746, Info String: SLA - 003, Slab Bounding Box: [(-19.97, -20.62, 2.75), (-17.68, -18.73, 2.80)], Label Type: 0
Element Type: Slab, GUID: E65750A0-A7C9-DF59-264C-2648DC99DE06, Info String: SLA - 003, Slab Bounding Box: [(-17.52, -21.82, 2.75), (-15.98, -19.43, 2.80)], Label Type: 0
Element Type: Slab, GUID: D887EC32-65E3-D320-0D1D-FEC8D9BCFAE8, Info String: SLA - 003, Slab Bounding Box: [(-19.18, -26.83, 2.95), (-15.97, -21.97, 3.00)], Label Type: 0
Element Type: Slab, GUID: 2B7E4562-783E-B654-B053-E66602898DBE, Info String: SLA - 004, Slab Bounding Box: [(-4.58, -18.88, 2.95), (-0.54, -16.12, 3.00)], Label Type: 0
Element Type: Slab, GUID: AFECAD15-C14A-D581-1AC7-69249933DD72, Info String: SLA - 003, Slab Bounding Box: [(-25.58, -7.08, 2.75), (-22.32, -4.66, 2.80)], Label Type: 0
Element Type: Slab, GUID: AE99646F-476E-AFEB-C027-A1757D304595, Info String: SLA - 003, Slab Bounding Box: [(-25.80, -5.05, 2.95), (-21.92, 1.03, 3.00)], Label Type: 0
Element Type: Slab, GUID: 97F13C29-9D84-4FFD-D5AF-B34FC9333FFD, Info String: SLA - 003, Slab Bounding Box: [(-21.78, -3.83, 2.95), (-19.32, -0.39, 3.00)], Label Type: 0
Element Type: Slab, GUID: EA400C94-019A-8A16-C8F6-2518658E9B96, Info String: SLA - 003, Slab Bounding Box: [(-19.18, -3.83, 2.95), (-15.97, 1.03, 3.00)], Label Type: 0
Element Type: Slab, GUID: 34EF042C-0508-672E-8C12-BFE9EEF43A97, Info String: SLA - 003, Slab Bounding Box: [(-22.13, -8.68, 2.75), (-17.67, -3.97, 2.80)], Label Type: 0
Element Type: Slab, GUID: F4963436-80F2-560B-707E-FB8DF8686C3B, Info String: SLA - 005, Slab Bounding Box: [(-8.72, -10.42, 2.75), (-6.43, -8.83, 2.80)], Label Type: 0
Element Type: Slab, GUID: 177D7C48-5762-89F9-FEFC-D969B9C747AA, Info String: SLA - 003, Slab Bounding Box: [(-15.72, -21.37, 2.75), (-13.63, -19.43, 2.80)], Label Type: 0
Element Type: Slab, GUID: 0470144F-8F16-2D51-91AD-D7D8EF86A8E3, Info String: SLA - 003, Slab Bounding Box: [(-19.97, -7.07, 2.75), (-17.68, -5.18, 2.80)], Label Type: 0
Element Type: Slab, GUID: F5F6F3CD-1344-823A-805C-2DC848F0855D, Info String: SLA - 006, Slab Bounding Box: [(-8.73, -16.98, 2.75), (-4.77, -13.02, 2.80)], Label Type: 0
Element Type: Slab, GUID: 2E843386-DCD0-DF48-1EB2-CDDF786DBBB4, Info String: SLA - 003, Slab Bounding Box: [(-9.62, -21.37, 2.75), (-8.23, -18.73, 2.80)], Label Type: 0
Element Type: Slab, GUID: 5FD7AE62-BC54-DDD7-DB83-C94E6A099956, Info String: SLA - 004, Slab Bounding Box: [(-4.77, -15.98, 2.95), (-0.54, -13.02, 3.00)], Label Type: 0
Element Type: Slab, GUID: 3533C8C9-02F9-44B4-8DEC-8F33627113F2, Info String: SLA - 003, Slab Bounding Box: [(-13.43, -21.76, 2.75), (-9.87, -18.72, 2.80)], Label Type: 0
Element Type: Slab, GUID: 1F043220-74EE-BA10-3396-D4AFC42FF96C, Info String: SLA - 005, Slab Bounding Box: [(-8.72, -16.97, 2.75), (-6.43, -15.38, 2.80)], Label Type: 0
Element Type: Slab, GUID: 305611DA-C0E0-C0AE-131C-4BB5D227BF36, Info String: SLA - 003, Slab Bounding Box: [(-17.52, -6.37, 2.75), (-15.98, -3.98, 2.80)], Label Type: 0
